FID,MUN_CD_MUN,MUN_NM_MUN,MUN_UF,MUN_NM_PRE,MUN_SIGLA_,MUN_POPU_2,MUN_ICS,MUN_IFSUTI,MUN_ISCST,MUN_C_GERA,MUN_C_REMA,MUN_EFIC_1,MUN_ICT_FI
1728,2903706,Boa Nova,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5702,59.8725017229,0.72363886975,39.403859407,307,306,0.434183322,0
1729,2903805,Boa Vista do Tupim,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6922,10.5869861975,0.43986045806,88.973153345,373,372,0.263916275,0
1730,2903904,Bom Jesus da Lapa,BA,SAAE de Bom Jesus da Lapa,SAAE,46359,0,7.69623425137,52.303765749,2503,1487,40.577740551,40
1731,2903953,Bom Jesus da Serra,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2913,0.7225433526,0.83092485549,98.446531792,157,156,0.498554913,0
1732,2904001,Boninal,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4959,0.69459518125,19.3835467766,79.921858042,267,236,11.630128066,0
1733,2904050,Bonito,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6777,0.38510911425,6.22593068036,93.388960205,365,352,3.735558408,0
1734,2904100,Boquira,BA,Prefeitura Municipal de Boquira,PM,7482,6.36882129278,0.81477457903,92.816404128,404,402,0.488864747,0
1735,2904209,Botuporã,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4079,63.0520117763,3.01766437684,33.930323847,220,216,1.810598626,0
1736,2904308,Brejões,BA,Prefeitura Municipal de Brejões,PM,5139,83.2894470326,0.95199513875,15.758557829,277,275,0.571197083,0
1737,2904407,Brejolândia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1889,1.05846774194,1.96572580645,96.975806452,102,100,1.179435484,0
1738,2904506,Brotas de Macaúbas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3288,67.1905067351,0.93008338679,31.879409878,177,176,0.558050032,0
1739,2904605,Brumado,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,48047,0,7.59123440651,13.666880858,2594,2476,4.554740644,78.7418847355
1740,2904704,Buerarema,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15857,72.2393140014,1.92446160895,25.83622439,856,846,1.154676965,0
1741,2904753,Buritirama,BA,Prefeitura Municipal de Buritirama,PM,8516,1.51802656546,2.37824161923,96.103731815,459,453,1.426944972,0
1742,2904803,Caatiba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5118,97.4620229715,0.11115227862,2.42682475,276,276,0.066691367,0
1743,2904852,Cabaceiras do Paraguaçu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5015,0,0.83979328165,86.714039621,270,269,0.503875969,12.4461670973
1744,2904902,Cachoeira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,17522,0,1.20217245377,21.095990724,946,336,64.436809666,77.7018368219
1745,2905008,Caculé,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,13905,19.7535502292,0.86407694042,79.38237283,750,746,0.518446164,0
1746,2905107,Caém,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3677,11.2995896033,1.34062927497,87.359781122,198,196,0.804377565,0
1747,2905156,Caetanos,BA,Prefeitura Municipal de Caetanos,PM,3823,12.6709206928,13.9167426314,73.412336676,206,189,8.350045579,0
1748,2905206,Caetité,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,31232,44.6620030232,7.52276162689,47.81523535,1686,1610,4.513656976,0
1749,2905305,Cafarnaum,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11349,4.71456972451,1.29698002461,93.988450251,612,608,0.778188015,0
1750,2905404,Cairu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9098,0,29.0413649196,63.409844114,491,372,24.143242912,7.548790966
1751,2905503,Caldeirão Grande,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4913,6.36243966652,1.03115401492,92.606406319,265,263,0.618692409,0
1752,2905602,Camacan,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,25937,0,1.32469110796,17.265545878,1400,545,61.038039295,81.409763014
1753,2905701,Camaçari,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,263102,10.9325,12.5212848047,62.478715195,14207,11236,20.91213254,14.0675
1754,2905800,Camamu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16518,0,1.48546548854,45.914969907,891,579,35.080996286,52.5995646049
1755,2905909,Campo Alegre de Lourdes,BA,Prefeitura Municipal de Campo Alegre de Lourdes,PM,8624,0.24612355402,2.0797440315,97.674132415,465,459,1.247846419,0
1756,2906006,Campo Formoso,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26688,2.0566472268,2.76314201826,86.948477658,1441,1417,1.657885211,8.23173309737
1757,2906105,Canápolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3472,0,1.39534883721,18.604651163,187,67,64.037209302,80
1758,2906204,Canarana,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12378,1.55390659101,0.84679179398,97.599301615,668,665,0.508075076,0
1759,2906303,Canavieiras,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26892,0,6.86406979886,34.513376829,1452,702,51.602710111,58.6225533722
1760,2906402,Candeal,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3573,1.58227848101,0.05753739931,98.36018412,192,192,0.03452244,0
1761,2906501,Candeias,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,81716,0,7.65191988841,58.843013784,4412,3045,30.983092679,33.5050663273
1762,2906600,Candiba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8495,0.76375404531,0.12944983819,99.106796116,458,458,0.077669903,0
1763,2906709,Cândido Sales,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18691,9.01690345328,0.94887483148,90.034221715,1009,1003,0.569324899,0
1764,2906808,Cansanção,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11731,62.8073677525,2.05063061428,35.142001633,633,625,1.230378369,0
1765,2906824,Canudos,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9375,26.0289721775,1.1151988963,72.855828926,506,502,0.669119338,0
1766,2906857,Capela do Alto Alegre,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5887,61.8230563003,0.1072386059,38.069705094,317,317,0.064343164,0
1767,2906873,Capim Grosso,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,23626,0.61299512912,5.75774285452,91.1772815,1275,1231,3.454645713,2.4519805165
1768,2906899,Caraíbas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2530,0,0.99482690012,16.0051731,136,28,79.44689614,83
1769,2906907,Caravelas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,11792,27.7920240516,6.59651604916,65.611459899,636,611,3.957909629,0
1770,2907004,Cardeal da Silva,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3133,7.44570837642,0.2757669769,92.278524647,169,168,0.165460186,0
1771,2907103,Carinhanha,BA,Serviço Autônomo de Água e Esgoto de Carinhanha,SAAE,13201,1.11243543901,11.497814859,87.389749702,712,663,6.898688915,0
1772,2907202,Casa Nova,BA,Serviço Autônomo de Água e Esgotos de Casa Nova,SAAE,40928,0,0,0,2210,452,79.523872842,100
1773,2907301,Castro Alves,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16729,0,3.04730332781,14.560754813,903,403,55.383144205,82.391941859
1774,2907400,Catolândia,BA,Prefeitura Municipal de Catolândia,PM,1266,5.17063081696,1.86142709411,92.967942089,68,67,1.116856256,0
1775,2907509,Catu,BA,Serviço Autônomo de Água e Esgoto de Catu,SAAE,46056,75.9934510584,4.0112267571,19.995322185,2487,2427,2.406736054,0
1776,2907558,Caturama,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2620,59.4776748104,0.25273799495,40.269587195,141,141,0.151642797,0
1777,2907608,Central,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8659,0.72330513669,12.0264803236,87.25021454,467,433,7.215888194,0
1778,2907707,Chorrochó,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2805,0,0.53211706575,75.256556442,151,124,17.509312049,24.2113264918
1779,2907806,Cícero Dantas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18892,66.6478618978,3.59359133476,29.758546767,1020,998,2.156154801,0
1780,2907905,Cipó,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12079,1.48843802605,7.09665987419,91.4149021,652,624,4.257995925,0
1781,2908002,Coaraci,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18816,89.8431782541,0.62728698379,9.529534762,1016,1012,0.37637219,0
1782,2908101,Cocos,BA,Prefeitura Municipal de Cocos,PM,9105,0.61829211386,0.52496500233,98.856742884,491,490,0.314979001,0
1783,2908200,Conceição da Feira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14319,0,2.57288574256,91.314607597,773,761,1.543731446,6.11250666058
1784,2908309,Conceição do Almeida,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8261,21.2339137017,22.583901085,56.182185213,446,385,13.550340651,0
1785,2908408,Conceição do Coité,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,39252,0,8.46518551188,50.636749545,2119,2011,5.079111307,40.8980649429
1786,2908507,Conceição do Jacuípe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,25600,3.00777433196,5.48451506011,91.507710608,1382,1336,3.290709036,0
1787,2908606,Conde,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,13204,2.53112375299,13.3481737983,84.120702449,713,655,8.008904279,0
1788,2908705,Condeúba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8107,9.44786920397,1.35352452426,89.198606272,437,434,0.812114715,0
1789,2908804,Contendas do Sincorá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2145,1.43665650849,21.6369177188,76.926425773,115,100,12.982150631,0
1790,2908903,Coração de Maria,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9783,8.21276595745,1.20212765957,90.585106383,528,524,0.721276596,0
1791,2909000,Cordeiros,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2733,0.47040376323,0.43120344963,99.098392787,147,147,0.25872207,0
1792,2909109,Coribe,BA,Serviço Autônomo de Água e Esgoto de Coribe,SAAE,6449,1.79123921185,0.26054388536,97.948216903,348,347,0.156326331,0
1793,2909208,Coronel João Sá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7190,57.3051256567,6.61649865114,36.078375692,388,372,3.969899191,0
1794,2909307,Correntina,BA,Serviço Autônomo de Água e Esgoto de Correntina,SAAE,13302,0,19.8984449381,68.041891463,718,567,20.983814662,12.0596635989
1795,2909406,Cotegipe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7016,0.91756919374,0.69193742479,98.390493381,378,377,0.415162455,0
1796,2909505,Cravolândia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3369,21.2389937107,0.40880503145,13.113207547,181,93,48.522138365,65.2389937107
1797,2909604,Crisópolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9209,1.59080352996,10.1602415235,88.248954947,497,466,6.096144914,0
1798,2909703,Cristópolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3347,1.21289498883,18.1295882541,80.657516757,180,161,10.877752952,0
1799,2909802,Cruz das Almas,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,53880,0,9.40362834519,50.596371655,2909,1825,37.242177007,40
1800,2909901,Curaçá,BA,SAAE de Curaçá,SAAE,14810,0,7.87229389897,34.977706101,799,533,33.298376339,57.15
1801,2910008,Dário Meira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5044,85.815324165,0.13752455796,14.047151277,272,272,0.082514735,0
1802,2910057,Dias d Ávila,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,70619,0,17.2202391433,17.779760857,3813,1039,72.732143486,65
1803,2910107,Dom Basílio,BA,Prefeitura Municipal de Dom Basílio,PM,2443,0.44622936189,0,99.553770638,131,131,0,0
1804,2910206,Dom Macedo Costa,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1876,13.9125496877,0.39750141965,85.689948893,101,101,0.238500852,0
1805,2910305,Elísio Medrado,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3444,0.83128078818,0.36945812808,98.799261084,185,185,0.221674877,0
1806,2910404,Encruzilhada,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4623,0,3.3918128655,45.263157895,249,143,42.597660819,51.3450292398
1807,2910503,Entre Rios,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,25495,0,4.10654362416,92.848154362,1376,1342,2.463926174,3.04530201342
1808,2910602,Esplanada,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,22808,1.69532225531,12.2994909231,86.005186822,1231,1140,7.379694554,0
1809,2910701,Euclides da Cunha,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,29495,1.62442077619,5.00072950102,84.990516487,1592,1544,3.000437701,8.38433323607
1810,2910727,Eunápolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,103302,0,13.794653849,83.005254062,5578,5000,10.356852167,3.20009208898
1811,2910750,Fátima,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7258,81.9259687681,1.22903412377,16.844997108,391,389,0.737420474,0
1812,2910776,Feira da Mata,BA,Prefeitura Municipal de Feira da Mata,PM,3098,1.38760407031,3.20690718471,95.405488745,167,164,1.924144311,0
1813,2910800,Feira de Santana,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,556041,0,14.6846573384,35.700255564,30026,14717,50.983618436,49.6150870974
1814,2910859,Filadélfia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9487,8.66770117491,6.17379738417,85.158501441,512,493,3.704278431,0
1815,2910909,Firmino Alves,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4627,84.0442702329,1.660133733,14.295596034,249,247,0.99608024,0
1816,2911006,Floresta Azul,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7847,87.1169821599,0.09532888465,12.787688956,423,423,0.057197331,0
1817,2911105,Formosa do Rio Preto,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15023,0.90129698835,3.67846413131,95.42023888,811,793,2.207078479,0
1818,2911204,Gandu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,26878,63.1278171281,1.37636831938,35.495814552,1451,1439,0.825820992,0
1819,2911253,Gavião,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2642,11.1899133176,8.51063829787,80.299448385,142,135,5.106382979,0
1820,2911303,Gentio do Ouro,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5711,0,0.5046728972,40.295327103,308,170,44.702803738,59.2
1821,2911402,Glória,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3001,0,6.82702511496,81.182974885,162,140,13.568315069,11.99
1822,2911501,Gongogi,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5337,83.8932437477,0.1679731243,15.938783128,288,287,0.100783875,0
1823,2911600,Governador Mangabeira,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7906,0.86288256708,11.8646352973,87.272482136,426,396,7.118781178,0
1824,2911659,Guajeru,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,1873,1.39624458353,0.04814636495,98.555609052,101,101,0.028887819,0
1825,2911709,Guanambi,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,67178,0,6.67785503077,35.414369056,3627,3482,4.006713018,57.9077759131
1826,2911808,Guaratinga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10622,73.6306954436,0.45083932854,25.918465228,573,572,0.270503597,0
1827,2911857,Heliópolis,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5683,6.46647015475,8.51142225497,85.02210759,306,291,5.106853353,0
1828,2911907,Iaçu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20838,23.9785799286,12.4603332011,63.56108687,1125,1041,7.476199921,0
1829,2912004,Ibiassucê,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5082,1.59371015725,2.78368040799,95.622609435,274,269,1.670208245,0
1830,2912103,Ibicaraí,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18123,68.9963656696,0.86105675147,30.142577579,978,973,0.516634051,0
1831,2912202,Ibicoara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12096,23.6566006751,1.56919989052,74.774199434,653,647,0.941519934,0
1832,2912301,Ibicuí,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12568,81.160147108,0.46807087931,18.371782013,678,676,0.280842528,0
1833,2912400,Ibipeba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10870,4.88605831426,7.06537963977,88.048562046,586,562,4.239227784,0
1834,2912509,Ibipitanga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5515,1.49369544132,0.21338506305,98.292919496,297,297,0.128031038,0
1835,2912608,Ibiquera,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2609,2.92563998375,0.89394555059,96.180414466,140,140,0.53636733,0
1836,2912707,Ibirapitanga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6561,70.0146032776,3.55346422197,26.4319325,354,346,2.132078533,0
1837,2912806,Ibirapuã,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4901,79.1041482789,0.33097969991,20.564872021,264,264,0.19858782,0
1838,2912905,Ibirataia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15412,84.4810062254,0.94016008131,14.578833693,832,827,0.564096049,0
1839,2913002,Ibitiara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3689,0,12.3072446901,44.69275531,199,128,35.334346814,43
1840,2913101,Ibititá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8764,1.46318061885,0.59966418806,97.937155193,473,471,0.359798513,0
1841,2913200,Ibotirama,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20928,0,12.3019332342,65.314599251,1130,859,23.944925901,22.3834675145
1842,2913309,Ichu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4012,0.11887072808,0.35661218425,99.524517088,216,216,0.213967311,0
1843,2913408,Igaporã,BA,Prefeitura Municipal de Igaporã,PM,8357,28.6876907426,4.81943031536,66.492878942,451,438,2.891658189,0
1844,2913457,Igrapiúna,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4369,41.0526315789,3.06432748538,55.883040936,235,231,1.838596491,0
1845,2913507,Iguaí,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15663,0,1.00823045267,12.222222222,845,400,52.666666667,86.7695473251
1846,2913606,Ilhéus,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,155601,0,8.65720854451,25.735923906,8402,3500,58.335887842,65.6068675498
1847,2913705,Inhambupe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,17199,60.4093380237,2.78861528622,36.80204669,928,913,1.673169172,0
1848,2913804,Ipecaetá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2710,5.42282897232,1.13765642776,93.4395146,146,145,0.682593857,0
1849,2913903,Ipiaú,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,42920,70.4365404616,0.6190570523,28.697008716,2317,2305,0.532240182,0.24739376981
1850,2914000,Ipirá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,30432,0,1.24099417422,14.037022993,1643,447,72.758281913,84.7219828329
1851,2914109,Ipupiara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6434,0,0.48503094163,46.514969058,347,208,40.041018565,53
1852,2914208,Irajuba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,3492,3.26917201344,1.7109685304,95.019859456,188,186,1.026581118,0
1853,2914307,Iramaia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5143,1.94300518135,0.9067357513,97.150259067,277,276,0.544041451,0
1854,2914406,Iraquara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7439,1.30235311529,9.0276750037,89.669971881,401,379,5.416605002,0
1855,2914505,Irará,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,12111,2.18744442468,4.09923528366,93.713320292,653,637,2.45954117,0
1856,2914604,Irecê,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,66422,0,12.0437896393,69.922483161,3586,3327,7.226273784,18.0337271997
1857,2914653,Itabela,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,23076,1.86120463898,2.06696595585,96.071829405,1246,1230,1.240179574,0
1858,2914703,Itaberaba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,51769,0,4.34567391977,17.562132618,2795,1303,53.367330102,78.0921934619
1859,2914802,Itabuna,BA,EMPRESA MUNICIPAL DE ÁGUAS E SANEAMENTO S/A,EMASA,212770,67.388,2.76293183332,17.957068167,11489,10001,12.9551591,11.892
1860,2914901,Itacaré,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,15008,0.44064506671,12.7107462249,37.21595074,810,507,37.406042516,49.632657968
1861,2915007,Itaeté,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6655,13.2549524883,1.06297310356,85.682074408,359,357,0.637783862,0
1862,2915106,Itagi,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10509,63.8393731636,2.03721841332,34.123408423,567,560,1.222331048,0
1863,2915205,Itagibá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9973,0,1.5357292102,12.630589219,538,233,56.713330547,85.8336815712
1864,2915304,Itagimirim,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5895,87.5553195256,0.54876969375,11.895910781,318,317,0.329261816,0
1865,2915353,Itaguaçu da Bahia,BA,Prefeitura Municipal de Itaguaçu da Bahia,PM,2831,3.07929176289,0.4234026174,96.49730562,152,152,0.25404157,0
1866,2915403,Itaju do Colônia,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6019,0,0.7337883959,18.890784983,325,117,63.936860068,80.3754266212
1867,2915502,Itajuípe,BA,Serviço Autônomo de Água e Esgoto de Itajuípe,SAAE,17480,69.4043589287,0.66512263199,29.930518439,943,940,0.399073579,0
1868,2915601,Itamaraju,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,52989,0,3.71397007131,35.936527066,2861,1571,45.076529075,60.3495028623
1869,2915700,Itamari,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6102,45.1960952218,7.84380887138,46.960095907,329,314,4.706285323,0
1870,2915809,Itambé,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20239,0,0.05584323282,4.640064981,1092,1092,0.03350594,95.304091786
1871,2915908,Itanagra,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,2457,0.30081650193,2.57842715943,97.120756339,132,130,1.547056296,0
1872,2916005,Itanhém,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14571,88.0121075602,1.40081655638,10.587075883,786,780,0.840489934,0
1873,2916104,Itaparica,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,22329,0,8.5548854041,26.445114596,1205,524,56.524727741,65
1874,2916203,Itapé,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6976,71.2116991643,2.40947075209,26.378830084,376,371,1.445682451,0
1875,2916302,Itapebi,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8620,4.91049830672,0.09675858732,94.992743106,465,465,0.058055152,0
1876,2916401,Itapetinga,BA,SAAE Itapetinga,SAAE,72468,78.1231739996,0.38777234595,6.006699258,3913,3550,9.264036806,15.4823543968
1877,2916500,Itapicuru,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,7294,13.3483146067,4.77902621723,81.872659176,393,382,2.86741573,0
1878,2916609,Itapitanga,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8031,94.0192333026,1.1197470689,4.861019629,433,430,0.671848241,0
1879,2916708,Itaquara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,4940,89.6918402778,0.60763888889,9.700520833,266,265,0.364583333,0
1880,2916807,Itarantim,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,16373,87.0474447785,0.24833355117,12.70422167,884,882,0.149000131,0
1881,2916856,Itatim,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10236,2.55142405063,0.48457278481,96.964003165,552,551,0.290743671,0
1882,2916906,Itiruçu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,9957,44.5412555112,11.4633634264,43.995381062,537,500,6.878018056,0
1883,2917003,Itiúba,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,10294,10.329938138,3.2374471595,45.13867409,555,545,1.942468296,41.2939406124
1884,2917102,Itororó,BA,Prefeitura Municipal de Itororó,PM,19183,76.8563535912,0.81767955801,22.325966851,1035,1030,0.490607735,0
1885,2917201,Ituaçu,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6962,11.4020398843,6.89602679251,81.701933323,375,360,4.137616076,0
1886,2917300,Ituberá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,20735,48.4728859339,0.24932474548,51.277789321,1119,1118,0.149594847,0
1887,2917334,Iuiú,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5455,23.7320211961,0.32172596518,75.946252839,294,294,0.193035579,0
1888,2917359,Jaborandi,BA,SAAE de Jaborandi,SAAE,3190,0,0,0,172,68,60,100
1889,2917409,Jacaraci,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5536,5.09851716433,10.0954702417,84.806012594,298,280,6.057282145,0
1890,2917508,Jacobina,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,59450,3.27130056562,5.69377819145,28.617455431,3210,3100,3.416266915,62.4174658123
1891,2917607,Jaguaquara,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,41813,0,7.2380952381,61.467181467,2257,1601,29.065688546,31.2947232947
1892,2917706,Jaguarari,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,17924,21.9201300265,3.50951119673,13.20732001,967,448,53.650659282,61.3630387672
1893,2917805,Jaguaripe,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5828,11.6836542091,7.87089467724,80.445451114,314,299,4.722536806,0
1894,2917904,Jandaíra,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,6543,1.18757117293,6.05173255246,92.760696275,353,340,3.631039531,0
1895,2918001,Jequié,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,148142,15.6816166999,1.55566393643,16.470385724,7999,3735,53.304341937,66.2923336393
1896,2918100,Jeremoabo,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,18782,62.6025119,1.12404656764,36.273441532,1014,1007,0.674427941,0
1897,2918209,Jiquiriçá,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,5904,19.6369216986,0.9317326644,35.764199964,318,219,31.12604157,43.6671456728
1898,2918308,Jitaúna,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,8966,69.5788336933,0.20518358531,30.215982721,484,483,0.123110151,0
1899,2918357,João Dourado,BA,Empresa Baiana de Águas e Saneamento S.A.,EMBASA,14823,0.80330164345,2.74154322352,96.455155133,800,787,1.644925934,0
